𨸙	B
𠙶	B
阤	B
𠨎	B
𦔶	B
陉	B
聂	B
𠬝	B
聚	B
娶	B
䧞	B
𨸕	B
隋	B
随	B
陌	B
𡗖	B
陇	B
䎳	B
𦕘	B
𨸐	B
孺	B
𡤾	B
𤯓	B
䦹	B
陡	B
𠥿	B
𨸗	B
阱	B
陆	B
阮	B
陵	B
孒	B
𠀄	B
𡤼	B
𡤽	B
耳	B
隔	B
陋	B
阢	B
陕	B
陂	B
阯	B
陟	B
屮	B
函	B
丞	B
氶	B
𣎵	B
隙	B
逊	B
阥	B
陧	B
𡥌	B
刵	B
𡥁	B
隅	B
隰	B
𨹁	B
亟	B
叾	B
𡥄	B
𦔻	B
聩	B
陨	B
孟	B
𥁂	B
䧃	B
陣	B
𨸺	B
勐	B
阞	B
𦔳	B
祟	B
聘	B
𦔺	B
𡴳	B
𡴺	B
𨸔	B
粜	B
孭	B
𦐁	B
凵	B
卩	B
阝	B
㔾	B
䎲	B
孔	B
巜	B
耴	B
孞	B
𡳾	B
𦔮	B
恥	B
阦	B
䢊	B
院	B
𨑏	B
耽	B
聍	B
迆	B
陀	B
孢	B
陶	B
聊	B
陷	B
隍	B
𦕄	B
𨸢	B
隗	B
陴	B
䧈	B
𦕩	B
䦺	B
耵	B
𣎿	B
𣏍	B
聒	B
阡	B
隆	B
阼	B
孜	B
𢻱	B
𨸩	B
隧	B
障	B
陪	B
隘	B
𦥖	B
𡥃	B
𨸒	B
𨸓	B
附	B
险	B
𡥀	B
𡭖	B
阶	B
除	B
𡤿	B
𦔷	B
𡥪	B
卪	B
孓	B
𨸘	B
颈	C
𢀖	C
弁	C
馵	C
劲	C
迳	C
驱	C
𩢅	C
巯	C
骤	C
预	C
駬	C
䣕	C
𠨏	C
予	C
𠙸	C
馳	C
驰	C
豫	C
矛	C
又	C
骖	C
驿	C
骀	C
㕕	C
㕛	C
𠬟	C
𩥋	C
骏	C
厸	C
馭	C
騳	C
驭	C
叁	C
𠀧	C
𩢪	C
畚	C
骑	C
䭾	C
馱	C
驮	C
䏍	C
驵	C
𩢋	C
甬	C
勇	C
恿	C
通	C
𠄧	C
圣	C
𡉷	C
𩡶	C
馯	C
䭴	C
𠫘	C
怼	C
𩧩	C
𩡭	C
厼	C
馹	C
驲	C
𠚫	C
𠛋	C
𧈡	C
𧈧	C
邰	C
𠮢	C
𩡳	C
𠺎	C
馴	C
驯	C
怠	C
炱	C
迨	C
驶	C
駟	C
驷	C
骡	C
𠘭	C
駎	C
骋	C
𩧨	C
岊	C
貟	C
贠	C
骣	C
巴	C
𠫖	C
𢟀	C
厶	C
龴	C
𥸿	C
𤆃	C
𤆆	C
遤	C
𠫝	C
驹	C
驳	C
驺	C
欢	C
鸡	C
馸	C
𩡯	C
𠫡	C
𣎼	C
骆	C
骢	C
駇	C
𩧧	C
騂	C
骍	C
骥	C
𡚩	C
𩢹	C
驸	C
验	C
逡	C
骅	C
𩡩	C
𩡮	C
叉	C
蚤	C
骧	C
驴	C
馼	C
矼	D
砑	D
礴	D
㚏	D
厝	D
𥐧	D
磺	D
碟	D
礞	D
奁	D
䂝	D
硗	D
𢦮	D
砌	D
礤	D
硭	D
𠨯	D
耷	D
𡥂	D
矷	D
䂙	D
㚎	D
𠚈	D
础	D
𥐗	D
𥐨	D
厄	D
𠨱	D
夿	D
磉	D
碜	D
码	D
𥑁	D
㕝	D
厷	D
厺	D
犮	D
𩡱	D
𩡷	D
雄	D
碼	D
㕆	D
磊	D
𠯛	D
砳	D
碱	D
𠳬	D
𥑮	D
厦	D
厌	D
厣	D
硕	D
厉	D
魇	D
㚐	D
套	D
餍	D
㹜	D
夶	D
郁	D
硼	D
𨱠	D
砽	D
髭	D
𠳫	D
𠨸	D
鬟	D
髯	D
鬃	D
鹕	D
髟	D
長	D
鬈	D
髹	D
𨱪	D
奔	D
磕	D
圧	D
辰	D
圶	D
夳	D
硅	D
𡉄	D
𡊵	D
矸	D
奈	D
夲	D
厈	D
夸	D
奢	D
压	D
研	D
砘	D
𡗓	D
𥐳	D
古	D
硬	D
咸	D
礓	D
碛	D
戌	D
丆	D
厂	D
𠂇	D
砰	D
威	D
碡	D
戛	D
存	D
破	D
慧	D
𦣻	D
砋	D
戚	D
𡗔	D
艳	D
夏	D
𠀊	D
𡗱	D
契	D
𥐚	D
耔	D
耙	D
耨	D
硝	D
耕	D
耒	D
𣱷	D
耦	D
耜	D
耧	D
夵	D
泵	D
𡭚	D
𣳂	D
耠	D
砅	D
耱	D
厚	D
非	D
碍	D
矵	D
砷	D
𡘗	D
夰	D
奄	D
碣	D
𧈠	D
𧈹	D
夻	D
𥐣	D
夼	D
夯	D
奋	D
𡘃	D
䦉	D
砗	D
硨	D
𥑐	D
𨊦	D
㕅	D
厍	D
厙	D
劯	D
𠡉	D
碘	D
冇	D
碳	D
碉	D
𡘊	D
硐	D
𥑤	D
布	D
𥐢	D
𠩠	D
㞭	D
而	D
𡶪	D
矶	D
𨱙	D
砚	D
頁	D
页	D
𧵎	D
𧵔	D
矾	D
碾	D
乭	D
臧	D
𦏷	D
䎁	D
𥒉	D
嘏	D
趸	D
劢	D
𥐕	D
𥐦	D
迈	D
尥	D
砀	D
怘	D
万	D
尢	D
尤	D
𡯁	D
𢌬	D
尬	D
戊	D
𠩕	D
盔	D
磷	D
𤆍	D
𤇈	D
𥒄	D
𨒙	D
迖	D
碗	D
牵	D
砣	D
㕋	D
兢	D
确	D
𨥴	D
碒	D
砾	D
爽	D
砍	D
矽	D
砶	D
斫	D
𡗲	D
𢪿	D
𠨾	D
碑	D
硒	D
厢	D
矴	D
碴	D
㚓	D
䂞	D
邦	D
寿	D
砟	D
硌	D
硇	D
砭	D
硪	D
故	D
𨱝	D
磙	D
㕇	D
磋	D
𨳔	D
砬	D
𨐒	D
𡗜	D
辜	D
厗	D
碚	D
碰	D
磅	D
冭	D
厩	D
碌	D
𥐛	D
𥐜	D
砼	D
奉	D
奏	D
仄	D
𡗗	D
𡗕	D
秦	D
舂	D
雁	D
礁	D
𥐙	D
龚	D
㔫	D
聋	D
𠨬	D
𡗝	D
砻	D
垄	D
砩	D
䂗	D
𡯃	D
砒	D
袭	D
礅	D
硫	D
𧥢	D
䂴	D
丈	D
态	D
矿	D
碎	D
砇	D
腻	E
胨	E
腊	E
𦘪	E
朦	E
郛	E
孕	E
孚	E
䏪	E
𨛤	E
乳	E
肔	E
胫	E
夃	E
胎	E
盈	E
豝	E
𠬪	E
𦘯	E
𦟐	E
肱	E
呄	E
胯	E
𦙶	E
𦚈	E
𡗮	E
腠	E
胧	E
肰	E
肽	E
貘	E
脬	E
貊	E
月	E
𢒀	E
豺	E
𦙔	E
𦙸	E
豳	E
燹	E
鹏	E
豸	E
肜	E
𢒁	E
貂	E
貅	E
豚	E
豩	E
肢	E
䝅	E
肚	E
肼	E
膨	E
腩	E
肟	E
脖	E
朊	E
爰	E
寽	E
肤	E
肘	E
𣍾	E
肫	E
县	E
脯	E
𦙗	E
胚	E
膈	E
助	E
肺	E
豕	E
雎	E
胰	E
𥄃	E
胩	E
丯	E
辵	E
𦘱	E
𡭘	E
胱	E
尕	E
𦙙	E
㸓	E
刖	E
腽	E
腥	E
𧈦	E
𧋠	E
𦚭	E
𦘶	E
腭	E
脶	E
胭	E
䀃	E
盁	E
𥁎	E
胛	E
爵	E
胁	E
腆	E
股	E
胴	E
𦘹	E
觅	E
𧴭	E
肭	E
㐍	E
脲	E
肊	E
𦘺	E
肠	E
𢗯	E
𦙦	E
𤆄	E
𤉄	E
脒	E
受	E
迌	E
脓	E
𢌘	E
脘	E
腚	E
逐	E
𨒗	E
腕	E
膑	E
胺	E
辸	E
腔	E
胝	E
脆	E
朐	E
胞	E
脎	E
肷	E
胍	E
胉	E
肵	E
腺	E
脾	E
彩	E
膘	E
𦚵	E
𦘭	E
𧰩	E
朶	E
腰	E
膝	E
𦙣	E
胀	E
胜	E
胙	E
𡕔	E
腹	E
胳	E
乃	E
彡	E
𥝩	E
𣍩	E
胼	E
腾	E
胖	E
䏠	E
𦝋	E
𦛛	E
𨐍	E
𠂐	E
臆	E
脱	E
膀	E
腿	E
舀	E
肗	E
𦛓	E
肍	E
腴	E
胗	E
脍	E
脞	E
𣍞	E
𦘩	E
奚	E
𦘷	E
脑	E
脏	E
𧦗	E
豖	E
脐	E
膻	E
肮	E
肪	E
臁	E
腑	E
臃	E
堪	F
霰	F
𢦏	F
卋	F
霸	F
𡉎	F
卉	F
哉	F
贲	F
堞	F
𩂅	F
栽	F
截	F
裁	F
𡉗	F
邗	F
𨙩	F
𨙭	F
𨙯	F
𨜄	F
壭	F
𠙻	F
𡉆	F
凷	F
𠙷	F
𠙽	F
却	F
动	F
翅	F
运	F
魂	F
埃	F
云	F
去	F
𠭍	F
𡏢	F
𩡪	F
雼	F
震	F
坧	F
𡊜	F
𩂚	F
埯	F
坜	F
需	F
塬	F
𡉃	F
垅	F
𡉑	F
𡉩	F
堋	F
埒	F
𡊤	F
𡉁	F
𩁺	F
𧰪	F
坛	F
亖	F
圭	F
填	F
𡈿	F
款	F
𩂀	F
𠥼	F
圬	F
堵	F
垤	F
博	F
圩	F
𩂊	F
𠄞	F
𠄟	F
𠄠	F
𡉠	F
十	F
坏	F
埂	F
塥	F
垭	F
坪	F
越	F
趣	F
坡	F
趄	F
㱏	F
𥃭	F
圵	F
址	F
𡊟	F
赴	F
趟	F
亍	F
盐	F
起	F
赵	F
趱	F
走	F
超	F
真	F
圤	F
霄	F
霈	F
未	F
嫠	F
𡉺	F
𩂍	F
墚	F
求	F
戟	F
朝	F
埋	F
坦	F
𡉭	F
刊	F
刌	F
𠚧	F
亓	F
龺	F
𠦝	F
井	F
墁	F
塌	F
埸	F
乾	F
𧌙	F
翰	F
颉	F
袁	F
𠮷	F
埕	F
圳	F
酃	F
埚	F
喜	F
㿻	F
雷	F
𡊰	F
𡊠	F
𡌄	F
𩂘	F
㔹	F
㘦	F
塄	F
𡉅	F
𩁸	F
垌	F
𡊡	F
圸	F
击	F
垲	F
垛	F
坝	F
垻	F
㐊	F
㐋	F
𩁶	F
䨒	F
韦	F
墀	F
霹	F
馨	F
圠	F
圮	F
圯	F
𡉏	F
声	F
𡔜	F
忈	F
𢖽	F
𩂈	F
亏	F
亐	F
𠃒	F
块	F
坭	F
专	F
𡉾	F
郝	F
赫	F
𧹘	F
赦	F
㶣	F
灻	F
𥸮	F
𩂮	F
勃	F
𨑒	F
垸	F
壹	F
辻	F
迀	F
𢌗	F
毂	F
壳	F
壶	F
索	F
坻	F
元	F
圥	F
顽	F
堍	F
雹	F
远	F
均	F
𣎳	F
坎	F
坂	F
𡊚	F
圻	F
𠦉	F
𩂋	F
埤	F
坼	F
堙	F
圢	F
𩁷	F
坷	F
霖	F
雬	F
𣏅	F
𡉿	F
孝	F
耂	F
霆	F
考	F
埏	F
者	F
雾	F
垧	F
圪	F
𡕟	F
老	F
坆	F
攼	F
丧	F
幸	F
雴	F
𨳌	F
𨳏	F
垃	F
𡍜	F
垶	F
境	F
培	F
墒	F
霎	F
𡉽	F
垠	F
𡉓	F
𡚬	F
𩁻	F
埭	F
埽	F
霓	F
替	F
规	F
埠	F
赍	F
堆	F
𡉇	F
𩁽	F
坶	F
𡉖	F
墩	F
雱	F
霅	F
圡	F
𡈽	F
霁	F
壤	F
坑	F
坊	F
壕	F
圹	F
雯	F
塘	F
邢	G
琪	G
形	G
玒	G
武	G
弄	G
瑛	G
𢦌	G
𢍼	G
珙	G
㺭	G
珥	G
𠙵	G
𠚖	G
至	G
玛	G
𠫓	G
𠫔	G
丟	G
㺨	G
瑪	G
瑚	G
𤤟	G
蚕	G
吞	G
顼	G
忝	G
琦	G
㺯	G
珑	G
㺴	G
青	G
玥	G
甫	G
𤤪	G
靓	G
靛	G
静	G
瑶	G
琢	G
𤥨	G
珐	G
𤣰	G
玕	G
球	G
盂	G
玮	G
迂	G
玩	G
琶	G
王	G
玨	G
环	G
瑟	G
琴	G
琵	G
珏	G
琥	G
玻	G
㠪	G
正	G
𥄪	G
㺺	G
焉	G
𩰊	G
𤴓	G
丅	G
玷	G
丐	G
璨	G
政	G
甭	G
歪	G
𣎴	G
否	G
琐	G
还	G
珧	G
𣱳	G
孬	G
𣄼	G
𣅨	G
亘	G
㺫	G
刬	G
惠	G
丌	G
更	G
𧉉	G
琨	G
吾	G
𠮛	G
囊	G
玔	G
束	G
卅	G
副	G
融	G
带	G
吏	G
豆	G
盏	G
𤤦	G
𤰓	G
玾	G
𤥭	G
柬	G
卌	G
珈	G
玏	G
琏	G
曹	G
瑞	G
𤰔	G
再	G
𤤧	G
刺	G
丗	G
珊	G
玑	G
責	G
责	G
丙	G
丽	G
珼	G
珉	G
㐏	G
𠀂	G
𤣫	G
琚	G
珝	G
瑕	G
㝳	G
玌	G
玘	G
𤣱	G
戸	G
忢	G
𢗣	G
丂	G
𠀁	G
瓦	G
严	G
亚	G
灭	G
赉	G
琰	G
𤥄	G
辷	G
迋	G
琮	G
珲	G
琬	G
琛	G
殛	G
殆	G
殂	G
殖	G
残	G
琻	G
歹	G
𣦶	G
殒	G
殃	G
殡	G
殉	G
殊	G
歼	G
殚	G
兀	G
兀	G
殓	G
死	G
玖	G
碧	G
珀	G
𤤆	G
瑰	G
𤥒	G
玎	G
珂	G
琳	G
珩	G
珞	G
璁	G
麦	G
𤤤	G
𤤔	G
璋	G
夹	G
𤣷	G
瑙	G
玳	G
瑜	G
𠔀	G
兲	G
𠆣	G
玢	G
玐	G
玲	G
纛	G
素	G
𢆰	G
夷	G
璃	G
琉	G
斑	G
琂	G
玊	G
𤤁	G
班	G
琅	G
玟	G
虐	H
遽	H
𥃿	H
眶	H
𥃽	H
𥃲	H
虞	H
瞄	H
虑	H
虚	H
眍	H
虍	H
虔	H
𡥋	H
眲	H
齒	H
𥃬	H
𥃸	H
颇	H
𠧘	H
眙	H
𣥘	H
眸	H
攴	H
睃	H
𥃫	H
𥉊	H
䀦	H
狊	H
眀	H
瞬	H
睬	H
䀐	H
𣥏	H
𥆋	H
歧	H
眭	H
𥃾	H
盰	H
𠦀	H
𥃪	H
睹	H
𥃷	H
盹	H
丄	H
𠃎	H
盱	H
𥄬	H
𩰋	H
眄	H
凸	H
睐	H
睫	H
𣥌	H
𣥒	H
𣥕	H
䀠	H
𣥖	H
丨	H
卡	H
歨	H
矍	H
眦	H
卜	H
𥃨	H
叔	H
频	H
𣱱	H
瞠	H
眺	H
眇	H
尗	H
𡭨	H
㫖	H
𣥜	H
𠚩	H
卓	H
桌	H
𧉘	H
战	H
𠮳	H
𥃹	H
觇	H
乩	H
点	H
盀	H
𣥤	H
卣	H
𥃯	H
𡵩	H
貞	H
凣	H
𥆘	H
眠	H
瞰	H
𠧒	H
鼎	H
𣥃	H
𥃤	H
𥃥	H
鸬	H
𠧕	H
瞩	H
忐	H
𠁡	H
𠁢	H
𠄏	H
瞵	H
𥄧	H
𥅼	H
𥄣	H
㢟	H
𨑗	H
𨑭	H
𨒚	H
壑	H
瞑	H
眈	H
見	H
𠑷	H
瞻	H
𥇶	H
眵	H
㱑	H
歺	H
睁	H
盺	H
𣥍	H
瞟	H
𣏔	H
𣐥	H
𥄢	H
瞅	H
眨	H
𠧔	H
𡕥	H
𥅈	H
瞍	H
𠚬	H
睨	H
齿	H
瞪	H
仧	H
盼	H
瞧	H
𥃱	H
𣥅	H
𥃩	H
砦	H
些	H
赀	H
觜	H
柴	H
雌	H
紫	H
訾	H
眆	H
𥄐	H
盿	H
湛	I
泔	I
𣲟	I
漠	I
𡭛	I
灌	I
潢	I
㲺	I
汇	I
涝	I
沤	I
柒	I
㳀	I
浇	I
沏	I
洪	I
滠	I
汓	I
洱	I
𣱾	I
涵	I
凼	I
泐	I
氾	I
滁	I
泾	I
𣲯	I
渗	I
涌	I
泽	I
治	I
𣲩	I
滩	I
溤	I
湖	I
沯	I
涯	I
𣳖	I
沰	I
沽	I
沣	I
尜	I
淹	I
沥	I
湎	I
源	I
涛	I
溱	I
泷	I
汏	I
汰	I
汱	I
浮	I
淝	I
㳉	I
沮	I
𣍤	I
𣳔	I
削	I
𣱽	I
逍	I
淫	I
𣲀	I
𡭷	I
滔	I
溪	I
汲	I
𣵠	I
灞	I
濡	I
坔	I
尘	I
汢	I
汁	I
汗	I
潮	I
洁	I
𠦂	I
污	I
渤	I
沅	I
渚	I
潜	I
𣷌	I
沌	I
添	I
清	I
𡭤	I
𣱲	I
沔	I
洹	I
滞	I
渍	I
涞	I
洌	I
沫	I
浅	I
浃	I
滤	I
波	I
𥃻	I
沚	I
泪	I
涉	I
淖	I
沾	I
浈	I
泸	I
瀣	I
濉	I
𣱶	I
𣲓	I
消	I
淌	I
洮	I
沙	I
沝	I
𣲙	I
瀑	I
沓	I
汨	I
汩	I
温	I
溻	I
湿	I
渴	I
滥	I
𧈨	I
混	I
涓	I
呇	I
汌	I
溃	I
渑	I
涡	I
涸	I
渭	I
泴	I
涠	I
畄	I
畓	I
𣳉	I
㳑	I
沺	I
泗	I
㳌	I
𣵐	I
𨋉	I
洄	I
氻	I
涟	I
泅	I
漯	I
澧	I
𣱻	I
湍	I
滑	I
油	I
汕	I
测	I
沿	I
㲹	I
𧴪	I
涔	I
浿	I
泯	I
澉	I
汛	I
渥	I
𣴆	I
湄	I
涮	I
㲸	I
汜	I
𣱴	I
𣲆	I
汤	I
泌	I
𢖿	I
𢗨	I
濯	I
泥	I
瀵	I
𡭞	I
𤆲	I
洣	I
𣲧	I
黉	I
龸	I
浓	I
尝	I
演	I
泶	I
𨑾	I
渖	I
党	I
浑	I
沉	I
涫	I
沈	I
滨	I
泞	I
喾	I
滓	I
深	I
沱	I
沟	I
淆	I
鼗	I
𨥗	I
淦	I
泺	I
洵	I
浼	I
涣	I
泡	I
